state_code,state_name,lga_code,lga_name,ward_code,ward_name,estimate_hh_Ward,estimate_Ind_Ward,SSID,SITE NAME,location_type,Year,idp_category,majority_stateoforigin,state_orig,majority_lgaoforigin,lga_orig,reason_insurgency_YesNo,reason_insurg_hh,reason_insurg_ind,reason_clash_YesNo,reason_clash_hh,reason_clash_ind,reason_disaster_YesNo,reason_disaster_hh,reason_disaster_ind,reason_others_YesNo,reason_others_hh,reason_others_ind
GM,GOMBE,GM06,GOMBE,GM0606,HERWAGANA,21,110,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,21,110,2,,,2,,,2,,
GM,GOMBE,GM06,GOMBE,GM0607,JEKA DAFARI,75,382,,,Host Community,2015,1,BO,BORNO,BO07,DAMBOA,1,75,382,2,,,2,,,2,,
GM,GOMBE,GM06,GOMBE,GM0608,KUMBIYA - KUMBIYA,29,170,,,Host Community,2014,1,BO,BORNO,BO03,BAMA,1,29,170,2,,,2,,,2,,
GM,GOMBE,GM06,GOMBE,GM0609,NASARAWA,113,604,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,113,604,2,,,2,,,2,,
GM,GOMBE,GM06,GOMBE,GM0610,PANTAMI,180,1159,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,180,1159,2,,,2,,,2,,
GM,GOMBE,GM06,GOMBE,GM0611,SHAMAKI,503,2906,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,503,2906,2,,,2,,,2,,
GM,GOMBE,GM07,KALTUNGO,GM0701,AWAK,64,499,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,64,499,2,,,2,,,2,,
GM,GOMBE,GM07,KALTUNGO,GM0704,KALTUNGO EAST,4,23,,,Host Community,2014,1,AD,ADAMAWA,AD10,MADAGALI,1,4,23,2,,,2,,,2,,
GM,GOMBE,GM07,KALTUNGO,GM0703,KALTUNGO WEST,38,269,,,Host Community,2014,1,AD,ADAMAWA,AD10,MADAGALI,1,38,269,2,,,2,,,2,,
GM,GOMBE,GM07,KALTUNGO,GM0710,TURE,28,208,,,Host Community,2014,1,AD,ADAMAWA,AD10,MADAGALI,1,28,208,2,,,2,,,2,,
GM,GOMBE,GM08,KWAMI,GM0801,BOJUDE,20,138,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,20,138,2,,,2,,,2,,
GM,GOMBE,GM08,KWAMI,GM0802,DABAN FULANI,15,99,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,15,99,2,,,2,,,2,,
GM,GOMBE,GM08,KWAMI,GM0803,DOHO,17,108,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,17,108,2,,,2,,,2,,
GM,GOMBE,GM08,KWAMI,GM0804,DUKUL,10,64,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,10,64,2,,,2,,,2,,
GM,GOMBE,GM08,KWAMI,GM0805,GADAM,13,86,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,13,86,2,,,2,,,2,,
GM,GOMBE,GM08,KWAMI,GM0807,KOMFULATA,17,112,,,Host Community,2015,1,YB,YOBE,YB07,GUJBA,1,17,112,2,,,2,,,2,,
GM,GOMBE,GM08,KWAMI,GM0808,KWAMI,22,120,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,22,120,2,,,2,,,2,,
GM,GOMBE,GM08,KWAMI,GM0809,MALAM SIDI,78,480,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,78,480,2,,,2,,,2,,
GM,GOMBE,GM08,KWAMI,GM0810,MALLERI,14,98,,,Host Community,2014,1,BO,BORNO,BO03,BAMA,1,14,98,2,,,2,,,2,,
GM,GOMBE,GM09,NAFADA,GM0901,BARWO / NASARAWO,29,168,,,Host Community,2014,1,YB,YOBE,YB04,FIKA,1,29,168,2,,,2,,,2,,
GM,GOMBE,GM09,NAFADA,GM0902,BARWO WINDE,26,84,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,26,84,2,,,2,,,2,,
GM,GOMBE,GM09,NAFADA,GM0903,BIRIN BOLEWA,85,281,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,85,281,2,,,2,,,2,,
GM,GOMBE,GM09,NAFADA,GM0904,BIRIN FULANI EAST,23,112,,,Host Community,2016,1,BO,BORNO,BO07,DAMBOA,1,23,112,2,,,2,,,2,,
GM,GOMBE,GM09,NAFADA,GM0905,BIRIN FULANI WEST,42,168,,,Host Community,2014,1,AD,ADAMAWA,AD14,MUBI NORTH,1,42,168,2,,,2,,,2,,
GM,GOMBE,GM09,NAFADA,GM0906,GUDUKKU,34,158,,,Host Community,2014,1,YB,YOBE,YB04,FIKA,1,34,158,2,,,2,,,2,,
GM,GOMBE,GM09,NAFADA,GM0907,JIGAWA,72,226,,,Host Community,2014,1,YB,YOBE,YB04,FIKA,1,72,226,2,,,2,,,2,,
GM,GOMBE,GM09,NAFADA,GM0908,NAFADA CENTRAL,63,217,,,Host Community,2014,1,BO,BORNO,BO03,BAMA,1,63,217,2,,,2,,,2,,
GM,GOMBE,GM09,NAFADA,GM0909,NAFADA EAST,34,169,,,Host Community,2014,1,YB,YOBE,YB03,DAMATURU,1,34,169,2,,,2,,,2,,
GM,GOMBE,GM09,NAFADA,GM0910,NAFADA WEST,37,186,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,37,186,2,,,2,,,2,,
GM,GOMBE,GM10,SHONGOM,GM1001,BANGUNJI,2,18,,,Host Community,2014,1,AD,ADAMAWA,AD14,MUBI NORTH,1,2,18,2,,,2,,,2,,
GM,GOMBE,GM10,SHONGOM,GM1002,BOH,1,4,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,1,4,2,,,2,,,2,,
GM,GOMBE,GM10,SHONGOM,GM1003,BURAK,4,25,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,4,25,2,,,2,,,2,,
GM,GOMBE,GM10,SHONGOM,GM1004,FILIYA,6,46,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,6,46,2,,,2,,,2,,
GM,GOMBE,GM10,SHONGOM,GM1006,GWANDUM,10,85,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,10,85,2,,,2,,,2,,
GM,GOMBE,GM10,SHONGOM,GM1007,KULISHIN,6,40,,,Host Community,2014,1,AD,ADAMAWA,AD10,MADAGALI,1,6,40,2,,,2,,,2,,
GM,GOMBE,GM10,SHONGOM,GM1008,KUSHI,3,18,,,Host Community,2014,1,BO,BORNO,BO06,CHIBOK,1,3,18,2,,,2,,,2,,
GM,GOMBE,GM10,SHONGOM,GM1009,LALAIPIDO,6,42,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,6,42,2,,,2,,,2,,
GM,GOMBE,GM10,SHONGOM,GM1010,LAPAN,10,53,,,Host Community,2014,1,BO,BORNO,BO03,BAMA,1,10,53,2,,,2,,,2,,
GM,GOMBE,GM11,YALMALTU/ DEBA,GM1101,DEBA,130,1013,,,Host Community,2013,1,BO,BORNO,BO07,DAMBOA,1,130,1013,2,,,2,,,2,,
GM,GOMBE,GM11,YALMALTU/ DEBA,GM1102,DIFA / LUBO / KINAFA,20,150,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,20,150,2,,,2,,,2,,
GM,GOMBE,GM11,YALMALTU/ DEBA,GM1103,GWANI / SHINGA / WADE,33,220,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,33,220,2,,,2,,,2,,
GM,GOMBE,GM11,YALMALTU/ DEBA,GM1104,HINNA,28,199,,,Host Community,2013,1,BO,BORNO,BO11,GWOZA,1,28,199,2,,,2,,,2,,
GM,GOMBE,GM11,YALMALTU/ DEBA,GM1105,JAGALI NORTH,28,160,,,Host Community,2014,1,BO,BORNO,BO03,BAMA,1,28,160,2,,,2,,,2,,
GM,GOMBE,GM11,YALMALTU/ DEBA,GM1106,JAGALI SOUTH,38,253,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,38,253,2,,,2,,,2,,
GM,GOMBE,GM11,YALMALTU/ DEBA,GM1107,KANAWA / WAJARI,23,206,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,23,206,2,,,2,,,2,,
GM,GOMBE,GM11,YALMALTU/ DEBA,GM1108,KURI /LANO / LAMBAM,45,300,,,Host Community,2014,1,BO,BORNO,BO03,BAMA,1,45,300,2,,,2,,,2,,
GM,GOMBE,GM11,YALMALTU/ DEBA,GM1109,KWADON / LIJI / KURBA,161,748,,,Host Community,2013,1,BO,BORNO,BO03,BAMA,1,161,748,2,,,2,,,2,,
GM,GOMBE,GM11,YALMALTU/ DEBA,GM1111,ZAMBUL / KWALI,20,180,,,Host Community,2013,1,BO,BORNO,BO03,BAMA,1,20,180,2,,,2,,,2,,
TR,TARABA,TR01,ARDO - KOLA,TR0102,ARDO KOLA,71,359,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,71,359,2,,,2,,,2,,
TR,TARABA,TR01,ARDO - KOLA,TR0104,JAURO YINU,133,667,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,145,728,2,,,2,,,2,,
TR,TARABA,TR01,ARDO - KOLA,TR0105,LAMIDO BORNO,94,474,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,63,317,1,31,157,2,,,2,,
TR,TARABA,TR01,ARDO - KOLA,TR0106,MAYO RANEWO,301,1429,,,Host Community,2014,3,TR,TARABA,TR01,ARDO - KOLA,1,39,201,1,98,407,1,164,821,2,,
TR,TARABA,TR01,ARDO - KOLA,TR0107,SARKIN DUTSE,97,497,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,97,497,2,,,2,,,2,,
TR,TARABA,TR01,ARDO - KOLA,TR0108,SUNKANI,123,623,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,71,358,1,52,265,2,,,2,,
TR,TARABA,TR02,BALI,TR0201,BADAKOSHI,100,506,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,100,506,2,,,2,,,2,,
TR,TARABA,TR02,BALI,TR0202,BALI  A,97,550,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,88,507,1,18,90,2,,,2,,
TR,TARABA,TR02,BALI,TR0203,BALI B,54,288,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,42,215,1,12,73,2,,,2,,
TR,TARABA,TR02,BALI,TR0208,KAIGAMA,70,232,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,70,232,2,,,2,,,2,,
TR,TARABA,TR02,BALI,TR0209,MAIHULA,16,75,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,16,75,2,,,2,,,2,,
TR,TARABA,TR02,BALI,TR0210,SUNTAI,74,350,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,74,350,2,,,2,,,2,,
TR,TARABA,TR02,BALI,TR0211,TAKALAFIYA,24,137,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,24,137,2,,,2,,,2,,
TR,TARABA,TR03,DONGA,TR0301,AKATE,238,672,,,Host Community,2014,2,TR,TARABA,TR14,WUKARI,2,,,1,238,672,2,,,2,,
TR,TARABA,TR03,DONGA,TR0302,ASIBITI,121,649,,,Host Community,2013,2,TR,TARABA,TR03,DONGA,2,,,1,121,649,2,,,2,,
TR,TARABA,TR03,DONGA,TR0305,GINDIN DUTSE,38,223,,,Host Community,2013,2,TR,TARABA,TR03,DONGA,2,,,1,38,223,2,,,2,,
TR,TARABA,TR03,DONGA,TR0306,GYATTA AURE,70,418,,,Host Community,2013,2,TR,TARABA,TR14,WUKARI,2,,,1,70,418,2,,,2,,
TR,TARABA,TR03,DONGA,TR0308,MARARRABA,73,425,,,Host Community,2013,2,TR,TARABA,TR03,DONGA,2,,,1,73,425,2,,,2,,
TR,TARABA,TR04,GASHAKA,TR0402,GANGUMI,20,93,,,Host Community,2014,2,TR,TARABA,TR02,BALI,2,,,1,20,93,2,,,2,,
TR,TARABA,TR04,GASHAKA,TR0403,GARBABI,32,135,,,Host Community,2013,1,BO,BORNO,BO11,GWOZA,1,24,96,1,8,39,2,,,2,,
TR,TARABA,TR04,GASHAKA,TR0406,JAMTARI,20,99,,,Host Community,2014,2,TR,TARABA,TR02,BALI,2,,,1,20,99,2,,,2,,
TR,TARABA,TR04,GASHAKA,TR0408,MAYO SELBE,18,87,,,Host Community,2013,1,BO,BORNO,BO02,ASKIRA / UBA,1,18,87,2,,,2,,,2,,
TR,TARABA,TR04,GASHAKA,TR0409,SERTI 'A',18,89,,,Host Community,2014,1,TR,TARABA,TR02,BALI,1,10,53,1,8,36,2,,,2,,
TR,TARABA,TR04,GASHAKA,TR0410,SERTI 'B',40,146,,,Host Community,2013,1,BO,BORNO,BO11,GWOZA,1,28,117,1,12,29,2,,,2,,
TR,TARABA,TR05,GASSOL,TR0503,MUTUM BIYU I,214,662,,,Host Community,2013,2,TR,TARABA,TR14,WUKARI,1,102,255,1,161,813,2,,,2,,
TR,TARABA,TR05,GASSOL,TR0504,MUTUM BIYU II,566,3364,,,Host Community,2013,2,TR,TARABA,TR14,WUKARI,1,206,542,1,360,2822,2,,,2,,
TR,TARABA,TR05,GASSOL,TR0505,NAM NAI,51,88,,,Host Community,2013,1,AD,ADAMAWA,AD10,MADAGALI,1,41,77,1,10,11,2,,,2,,
TR,TARABA,TR05,GASSOL,TR0506,SABON GIDA,162,768,,,Host Community,2013,2,TR,TARABA,TR14,WUKARI,1,24,49,1,138,719,2,,,2,,
TR,TARABA,TR05,GASSOL,TR0511,WURYO,139,490,,,Host Community,2013,2,TR,TARABA,TR14,WUKARI,1,47,193,1,92,297,2,,,2,,
TR,TARABA,TR05,GASSOL,TR0512,YARIMA,71,324,,,Host Community,2013,2,TR,TARABA,TR14,WUKARI,1,2,11,1,69,313,2,,,2,,
TR,TARABA,TR06,IBI,TR0601,DAMPAR I,83,718,,,Host Community,2015,2,TR,TARABA,TR06,IBI,2,,,1,83,718,2,,,2,,
TR,TARABA,TR06,IBI,TR0603,DAMPAR III,63,481,,,Host Community,2015,2,TR,TARABA,TR06,IBI,2,,,1,63,481,2,,,2,,
TR,TARABA,TR06,IBI,TR0604,IBI NWONYO I,138,884,,,Host Community,2015,2,TR,TARABA,TR06,IBI,2,,,1,138,884,2,,,2,,
TR,TARABA,TR06,IBI,TR0605,IBI NWONYO II,109,764,,,Host Community,2015,2,TR,TARABA,TR06,IBI,2,,,1,109,764,2,,,2,,
TR,TARABA,TR06,IBI,TR0606,IBI RIMI UKU I,46,347,,,Host Community,2015,2,TR,TARABA,TR06,IBI,2,,,1,46,347,2,,,2,,
TR,TARABA,TR06,IBI,TR0608,SARKIN KUDU I,87,708,,,Host Community,2014,2,TR,TARABA,TR06,IBI,2,,,1,87,708,2,,,2,,
TR,TARABA,TR06,IBI,TR0609,SARKIN KUDU II,55,225,,,Host Community,2015,2,TR,TARABA,TR06,IBI,2,,,1,55,225,2,,,2,,
TR,TARABA,TR07,JALINGO,TR0701,ABBARE YELWA,17,85,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,40,200,2,,,2,,,2,,
TR,TARABA,TR07,JALINGO,TR0702,BARADE,43,215,,,Host Community,2014,1,TR,TARABA,TR14,WUKARI,2,,,1,43,215,2,,,2,,
TR,TARABA,TR07,JALINGO,TR0703,KACHALLA SEMBE,403,2015,,,Host Community,2014,2,TR,TARABA,TR14,WUKARI,1,144,720,1,259,1295,2,,,2,,
TR,TARABA,TR07,JALINGO,TR0704,KONA,149,745,,,Host Community,2014,1,TR,TARABA,TR14,WUKARI,1,425,3162,2,,,2,,,2,,
TR,TARABA,TR07,JALINGO,TR0705,MAJIDADI,120,600,,,Host Community,2014,2,TR,TARABA,TR14,WUKARI,2,,,1,120,600,2,,,2,,
TR,TARABA,TR07,JALINGO,TR0706,MAYO GOI,319,1385,,,Host Community,2014,2,TR,TARABA,TR14,WUKARI,1,136,680,1,183,705,2,,,2,,
TR,TARABA,TR07,JALINGO,TR0707,SARKIN DAWAKI,52,260,,,Host Community,2014,2,TR,TARABA,TR14,WUKARI,2,,,1,52,260,2,,,2,,
TR,TARABA,TR07,JALINGO,TR0708,SINTALI,45,225,,,Host Community,2014,2,TR,TARABA,TR14,WUKARI,2,,,1,45,225,2,,,2,,
TR,TARABA,TR07,JALINGO,TR0709,TURAKI 'A',75,375,,,Host Community,2014,2,TR,TARABA,TR14,WUKARI,2,,,1,75,375,2,,,2,,
TR,TARABA,TR07,JALINGO,TR0710,TURAKI 'B',119,595,,,Host Community,2014,2,TR,TARABA,TR14,WUKARI,2,,,1,119,595,2,,,2,,
TR,TARABA,TR08,KARIM-LAMIDO,TR0804,BIKWIN,4,19,,,Host Community,2014,1,AD,ADAMAWA,AD15,MUBI SOUTH,1,4,19,2,,,2,,,2,,
TR,TARABA,TR08,KARIM-LAMIDO,TR0807,JEN ARDIDO,4,32,,,Host Community,2014,1,AD,ADAMAWA,AD14,MUBI NORTH,1,4,32,2,,,2,,,2,,
TR,TARABA,TR08,KARIM-LAMIDO,TR0809,"KARIM ""A""",15,67,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,10,38,2,,,1,5,29,2,,
TR,TARABA,TR08,KARIM-LAMIDO,TR0810,"KARIM ""B""",14,71,,,Host Community,2015,1,BO,BORNO,BO11,GWOZA,1,14,71,2,,,2,,,2,,
TR,TARABA,TR08,KARIM-LAMIDO,TR0811,KWANCHI,17,60,,,Host Community,2014,1,AD,ADAMAWA,AD10,MADAGALI,1,14,46,2,,,1,3,14,2,,
TR,TARABA,TR09,KURMI,TR0901,ABONG,30,214,,,Host Community,2015,2,TR,TARABA,TR03,DONGA,2,,,1,30,214,2,,,2,,
TR,TARABA,TR09,KURMI,TR0904,BAISSA,43,231,,,Host Community,2014,2,AD,ADAMAWA,AD13,MICHIKA,1,24,132,1,19,99,2,,,2,,
TR,TARABA,TR09,KURMI,TR0907,DIDAN,32,248,,,Host Community,2014,2,TR,TARABA,TR02,BALI,2,,,1,32,248,2,,,2,,
TR,TARABA,TR09,KURMI,TR0908,NDAFORO/GEANDA,45,295,,,Host Community,2014,2,TR,TARABA,TR03,DONGA,2,,,1,45,295,2,,,2,,
TR,TARABA,TR10,LAU,TR1001,ABBARE I,8,48,,,Host Community,2014,1,AD,ADAMAWA,AD15,MUBI SOUTH,1,8,48,2,,,2,,,2,,
TR,TARABA,TR10,LAU,TR1002,ABBERE II,7,32,,,Host Community,2014,1,AD,ADAMAWA,AD13,MICHIKA,1,7,32,2,,,2,,,2,,
TR,TARABA,TR10,LAU,TR1004,GARIN DOGO,1,10,,,Host Community,2014,1,AD,ADAMAWA,AD13,MICHIKA,1,1,10,2,,,2,,,2,,
TR,TARABA,TR10,LAU,TR1006,JIMLARI,12,47,,,Host Community,2014,1,AD,ADAMAWA,AD13,MICHIKA,1,12,47,2,,,2,,,2,,
TR,TARABA,TR10,LAU,TR1008,LAU I,33,328,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,33,328,2,,,2,,,2,,
TR,TARABA,TR10,LAU,TR1010,MAYO LOPE,11,130,,,Host Community,2014,1,AD,ADAMAWA,AD15,MUBI SOUTH,1,11,130,2,,,2,,,2,,
TR,TARABA,TR11,SARDAUNA,TR1101,GEMBU 'A',76,382,,,Host Community,2014,1,AD,ADAMAWA,AD15,MUBI SOUTH,1,76,382,2,,,2,,,2,,
TR,TARABA,TR11,SARDAUNA,TR1105,MAGU,7,36,,,Host Community,2014,1,AD,ADAMAWA,AD15,MUBI SOUTH,1,7,36,2,,,2,,,2,,
TR,TARABA,TR11,SARDAUNA,TR1109,NGUROJE,25,130,,,Host Community,2014,1,AD,ADAMAWA,AD14,MUBI NORTH,1,25,130,2,,,2,,,2,,
TR,TARABA,TR12,TAKUM,TR1202,CHANCHANJI,18,75,,,Host Community,2015,2,TR,TARABA,TR02,BALI,2,,,1,18,75,2,,,2,,
TR,TARABA,TR12,TAKUM,TR1203,DUTSE,6,24,,,Host Community,2015,2,TR,TARABA,TR14,WUKARI,2,,,1,6,24,2,,,2,,
TR,TARABA,TR12,TAKUM,TR1205,GAHWETON,2,9,,,Host Community,2014,2,TR,TARABA,TR14,WUKARI,2,,,1,2,9,2,,,2,,
TR,TARABA,TR12,TAKUM,TR1207,MANYA,7,24,,,Host Community,2015,2,TR,TARABA,TR02,BALI,2,,,1,7,24,2,,,2,,
TR,TARABA,TR12,TAKUM,TR1208,ROGO,22,78,,,Host Community,2015,2,TR,TARABA,TR14,WUKARI,2,,,1,22,78,2,,,2,,
TR,TARABA,TR13,USSA,TR1304,KPAMBO,5,32,,,Host Community,2014,2,TR,TARABA,TR14,WUKARI,2,,,1,5,32,2,,,2,,
TR,TARABA,TR13,USSA,TR1308,LISSAM I,10,64,,,Host Community,2014,2,TR,TARABA,TR14,WUKARI,2,,,1,10,64,2,,,2,,
TR,TARABA,TR13,USSA,TR1309,LISSAM II,11,59,,,Host Community,2014,2,TR,TARABA,TR02,BALI,2,,,1,11,59,2,,,2,,
TR,TARABA,TR13,USSA,TR1311,RUFU,4,29,,,Host Community,2014,2,TR,TARABA,TR12,TAKUM,2,,,1,4,29,2,,,2,,
TR,TARABA,TR14,WUKARI,TR1402,AVYI,98,496,,,Host Community,2013,2,TR,TARABA,TR14,WUKARI,2,,,1,98,496,2,,,2,,
TR,TARABA,TR14,WUKARI,TR1403,BANTAJE,251,1257,,,Host Community,2013,2,TR,TARABA,TR14,WUKARI,2,,,1,251,1257,2,,,2,,
TR,TARABA,TR14,WUKARI,TR1405,HOSPITAL,1469,9941,,,Host Community,2013,2,TR,TARABA,TR14,WUKARI,2,,,1,1702,11305,2,,,2,,
TR,TARABA,TR14,WUKARI,TR1406,JIBU,151,764,,,Host Community,2013,2,TR,TARABA,TR14,WUKARI,2,,,1,151,764,2,,,2,,
TR,TARABA,TR14,WUKARI,TR1407,KENTE,96,489,,,Host Community,2013,2,TR,TARABA,TR14,WUKARI,2,,,1,96,489,2,,,2,,
TR,TARABA,TR14,WUKARI,TR1408,PUJE,86,475,,,Host Community,2013,2,TR,TARABA,TR14,WUKARI,2,,,1,149,790,2,,,2,,
TR,TARABA,TR14,WUKARI,TR1410,TSOKUNDI,124,583,,,Host Community,2013,2,TR,TARABA,TR14,WUKARI,2,,,1,124,583,2,,,2,,
TR,TARABA,TR15,YORRO,TR1503,NYAJA I,2,16,,,Host Community,2015,1,AD,ADAMAWA,AD10,MADAGALI,1,2,16,2,,,2,,,2,,
TR,TARABA,TR15,YORRO,TR1507,PUPULE I,34,216,,,Host Community,2014,1,AD,ADAMAWA,AD10,MADAGALI,1,34,216,2,,,2,,,2,,
TR,TARABA,TR15,YORRO,TR1508,PUPULE II,2,11,,,Host Community,2016,1,AD,ADAMAWA,AD10,MADAGALI,1,2,11,2,,,2,,,2,,
TR,TARABA,TR15,YORRO,TR1510,SUMBU I,4,29,,,Host Community,2015,1,AD,ADAMAWA,AD10,MADAGALI,1,4,29,2,,,2,,,2,,
TR,TARABA,TR16,ZING,TR1602,BUBONG,12,38,,,Host Community,2014,1,AD,ADAMAWA,AD13,MICHIKA,1,12,38,2,,,2,,,2,,
TR,TARABA,TR16,ZING,TR1605,MONKIN A,16,52,,,Host Community,2014,1,AD,ADAMAWA,AD10,MADAGALI,1,16,52,2,,,2,,,2,,
TR,TARABA,TR16,ZING,TR1608,ZING AI,36,200,,,Host Community,2015,1,AD,ADAMAWA,AD13,MICHIKA,1,36,200,2,,,2,,,2,,
TR,TARABA,TR16,ZING,TR1610,ZING B,10,94,,,Host Community,2014,1,AD,ADAMAWA,AD10,MADAGALI,1,10,94,2,,,2,,,2,,
YB,YOBE,YB01,BADE,YB0101,DAGONA,97,750,,,Host Community,2014,1,BO,BORNO,BO23,MOBBAR,1,97,750,2,,,2,,,2,,
YB,YOBE,YB01,BADE,YB0103,KATUZU,63,473,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,63,473,2,,,2,,,2,,
YB,YOBE,YB01,BADE,YB0105,LAWAN FANNAMI,195,1436,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,195,1436,2,,,2,,,2,,
YB,YOBE,YB01,BADE,YB0106,LAWAN MUSA,533,3996,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,533,3996,2,,,2,,,2,,
YB,YOBE,YB01,BADE,YB0107,SARKIN HAUSAWA,115,807,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,115,807,2,,,2,,,2,,
YB,YOBE,YB01,BADE,YB0109,USUR/DAWAYO,219,1756,,,Host Community,2016,1,BO,BORNO,BO17,KUKAWA,1,219,1756,2,,,2,,,2,,
YB,YOBE,YB01,BADE,YB0110,ZANGON MUSA/ZANGO UMARU,1007,7957,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,1007,7957,2,,,2,,,2,,
YB,YOBE,YB02,BURSARI,YB0201,BAYAMARI,51,383,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,51,383,2,,,2,,,2,,
YB,YOBE,YB02,BURSARI,YB0204,DAPCHI,39,293,,,Host Community,2015,1,BO,BORNO,BO17,KUKAWA,1,39,293,2,,,2,,,2,,
YB,YOBE,YB02,BURSARI,YB0205,GARUN DOLE / GARIN ALKALI,23,173,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,23,173,2,,,2,,,2,,
YB,YOBE,YB02,BURSARI,YB0206,GUBA,18,135,,,Host Community,2015,1,YB,YOBE,YB07,GUJBA,1,18,135,2,,,2,,,2,,
YB,YOBE,YB02,BURSARI,YB0208,KALIYARI,11,83,,,Host Community,2014,1,BO,BORNO,BO23,MOBBAR,1,11,83,2,,,2,,,2,,
YB,YOBE,YB03,DAMATURU,YB0301,BINDIGARI/FAWARI,176,1063,,,Host Community,2015,1,YB,YOBE,YB07,GUJBA,1,176,1063,2,,,2,,,2,,
YB,YOBE,YB03,DAMATURU,YB0302,DAMAKASU,51,335,,,Host Community,2015,1,YB,YOBE,YB07,GUJBA,1,51,335,2,,,2,,,2,,
YB,YOBE,YB03,DAMATURU,YB0303,DAMATURU CENTRAL,210,1363,,,Host Community,2015,1,BO,BORNO,BO14,KAGA,1,210,1363,2,,,2,,,2,,
YB,YOBE,YB03,DAMATURU,YB0304,GABIR/MADURI,108,657,,,Host Community,2015,1,YB,YOBE,YB07,GUJBA,1,393,2367,2,,,2,,,2,,
YB,YOBE,YB03,DAMATURU,YB0305,KALALLAWA/GABAI,85,502,,,Host Community,2015,1,BO,BORNO,BO14,KAGA,1,85,502,2,,,2,,,2,,
YB,YOBE,YB03,DAMATURU,YB0306,KUKARETA/WARSALA,37,198,,,Host Community,2015,1,YB,YOBE,YB07,GUJBA,1,1021,6017,2,,,2,,,2,,
YB,YOBE,YB03,DAMATURU,YB0307,MAISANDARI/WAZIRI IBRAHIM ESTATE,102,620,,,Host Community,2015,1,YB,YOBE,YB07,GUJBA,1,223,1349,2,,,2,,,2,,
YB,YOBE,YB03,DAMATURU,YB0308,MURFA KALAM,71,424,,,Host Community,2015,1,YB,YOBE,YB07,GUJBA,1,71,424,2,,,2,,,2,,
YB,YOBE,YB03,DAMATURU,YB0309,NAYINAWA,350,2117,,,Host Community,2015,1,BO,BORNO,BO14,KAGA,1,350,2117,2,,,2,,,2,,
YB,YOBE,YB03,DAMATURU,YB0310,NJIWAJI/GWANGE,259,1559,,,Host Community,2015,1,YB,YOBE,YB07,GUJBA,1,649,3904,2,,,2,,,2,,
YB,YOBE,YB04,FIKA,YB0401,DAYA/CHANA,127,643,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,127,643,2,,,2,,,2,,
