state_code,state_name,lga_code,lga_name,ward_code,ward_name,estimate_hh_Ward,estimate_Ind_Ward,SSID,SITE NAME,location_type,Year,idp_category,majority_stateoforigin,state_orig,majority_lgaoforigin,lga_orig,reason_insurgency_YesNo,reason_insurg_hh,reason_insurg_ind,reason_clash_YesNo,reason_clash_hh,reason_clash_ind,reason_disaster_YesNo,reason_disaster_hh,reason_disaster_ind,reason_others_YesNo,reason_others_hh,reason_others_ind
YB,YOBE,YB04,FIKA,YB0402,FIKA/ANZE,163,1395,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,163,1395,2,,,2,,,2,,
YB,YOBE,YB04,FIKA,YB0403,GADAKA/SHEMBIRE,182,1483,,,Host Community,2014,1,YB,YOBE,YB08,GULANI,1,182,1483,2,,,2,,,2,,
YB,YOBE,YB04,FIKA,YB0404,GUDI / DOZI / GODO WOLI,178,903,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,178,903,2,,,2,,,2,,
YB,YOBE,YB04,FIKA,YB0407,NGALDA/DUMBULWA,117,1004,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,117,1004,2,,,2,,,2,,
YB,YOBE,YB04,FIKA,YB0409,TURMI / MALURI,114,590,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,114,590,2,,,2,,,2,,
YB,YOBE,YB05,FUNE,YB0502,ALAGARNO,16,120,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,16,120,2,,,2,,,2,,
YB,YOBE,YB05,FUNE,YB0504,DAMAGUM TOWN,353,2650,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,353,2650,2,,,2,,,2,,
YB,YOBE,YB05,FUNE,YB0506,DOGON KUKA/GISHIWARI/GUNUNU,27,200,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,27,200,2,,,2,,,2,,
YB,YOBE,YB05,FUNE,YB0507,FUNE/NGELZARMA/MILBIYAR/LAWAN KA,68,510,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,68,510,2,,,2,,,2,,
YB,YOBE,YB05,FUNE,YB0510,JAJERE/BANELLEWA/BABBARE,120,900,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,120,900,2,,,2,,,2,,
YB,YOBE,YB05,FUNE,YB0512,KOLLERE/KAFAJE,53,400,,,Host Community,2014,1,YB,YOBE,YB08,GULANI,1,53,400,2,,,2,,,2,,
YB,YOBE,YB05,FUNE,YB0513,MASHIO,13,100,,,Host Community,2014,1,BO,BORNO,BO14,KAGA,1,13,100,2,,,2,,,2,,
YB,YOBE,YB06,GEIDAM,YB0601,ASHEIKRI,221,1439,,,Host Community,2014,1,BO,BORNO,BO01,ABADAM,1,221,1439,2,,,2,,,2,,
YB,YOBE,YB06,GEIDAM,YB0602,BALLE/GALLABA/MELERI,75,485,,,Host Community,2014,1,YB,YOBE,YB06,GEIDAM,1,75,485,2,,,2,,,2,,
YB,YOBE,YB06,GEIDAM,YB0607,HAUSARI,382,2483,,,Host Community,2014,1,YB,YOBE,YB06,GEIDAM,1,382,2483,2,,,2,,,2,,
YB,YOBE,YB06,GEIDAM,YB0608,KAWURI,254,1652,,,Host Community,2014,1,YB,YOBE,YB06,GEIDAM,1,254,1652,2,,,2,,,2,,
YB,YOBE,YB06,GEIDAM,YB0609,MA'ANNA/DAGAMBI,42,273,,,Host Community,2014,1,YB,YOBE,YB06,GEIDAM,1,42,273,2,,,2,,,2,,
YB,YOBE,YB06,GEIDAM,YB0610,SHAME KURA / DILAWA,45,293,,,Host Community,2015,1,YB,YOBE,YB06,GEIDAM,1,45,293,2,,,2,,,2,,
YB,YOBE,YB07,GUJBA,YB0701,BUNIGARI/LAWANTI,26,169,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,26,169,2,,,2,,,2,,
YB,YOBE,YB07,GUJBA,YB0702,BUNIYADI NORTH / SOUTH,951,6184,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,951,6184,2,,,2,,,2,,
YB,YOBE,YB07,GUJBA,YB0704,GONIRI,630,4096,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,630,4096,2,,,2,,,2,,
YB,YOBE,YB07,GUJBA,YB0706,GUJBA,258,1677,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,258,1677,2,,,2,,,2,,
YB,YOBE,YB07,GUJBA,YB0708,MUTAI,37,241,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,37,241,2,,,2,,,2,,
YB,YOBE,YB07,GUJBA,YB0709,NGURBUWA,31,204,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,31,204,2,,,2,,,2,,
YB,YOBE,YB07,GUJBA,YB0710,WAGIR,26,169,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,26,169,2,,,2,,,2,,
YB,YOBE,YB08,GULANI,YB0801,BARA,75,488,,,Host Community,2016,1,YB,YOBE,YB08,GULANI,1,75,488,2,,,2,,,2,,
YB,YOBE,YB08,GULANI,YB0802,BORNO KIJI/TETTEBA,70,455,,,Host Community,2016,1,YB,YOBE,YB08,GULANI,1,70,455,2,,,2,,,2,,
YB,YOBE,YB08,GULANI,YB0803,BULARAFA,65,423,,,Host Community,2016,1,YB,YOBE,YB08,GULANI,1,65,423,2,,,2,,,2,,
YB,YOBE,YB08,GULANI,YB0804,BUMSA,60,390,,,Host Community,2016,1,YB,YOBE,YB08,GULANI,1,60,390,2,,,2,,,2,,
YB,YOBE,YB08,GULANI,YB0805,DOKSHI,65,423,,,Host Community,2016,1,YB,YOBE,YB08,GULANI,1,65,423,2,,,2,,,2,,
YB,YOBE,YB08,GULANI,YB0806,GABAI,60,390,,,Host Community,2016,1,YB,YOBE,YB08,GULANI,1,60,390,2,,,2,,,2,,
YB,YOBE,YB08,GULANI,YB0809,GULANI,50,325,,,Host Community,2016,1,YB,YOBE,YB08,GULANI,1,50,325,2,,,2,,,2,,
YB,YOBE,YB08,GULANI,YB0811,NJIBULWA,45,293,,,Host Community,2016,1,YB,YOBE,YB08,GULANI,1,45,293,2,,,2,,,2,,
YB,YOBE,YB09,JAKUSKO,YB0901,BUDUWA / SAMINAKA,21,131,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,21,131,2,,,2,,,2,,
YB,YOBE,YB09,JAKUSKO,YB0902,DUMBARI,27,184,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,27,184,2,,,2,,,2,,
YB,YOBE,YB09,JAKUSKO,YB0903,GIDGID / BAYAM,36,228,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,36,228,2,,,2,,,2,,
YB,YOBE,YB09,JAKUSKO,YB0906,JAKUSKO,51,411,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,51,411,2,,,2,,,2,,
YB,YOBE,YB09,JAKUSKO,YB0907,JAWUR/KATAMMA,28,193,,,Host Community,2014,1,BO,BORNO,BO25,NGALA,1,28,193,2,,,2,,,2,,
YB,YOBE,YB09,JAKUSKO,YB0910,ZABUDUM / DACHIA,32,256,,,Host Community,2014,1,BO,BORNO,BO08,DIKWA,1,32,256,2,,,2,,,2,,
YB,YOBE,YB10,KARASAWA,YB1001,BUKARTI,39,210,,,Host Community,2015,1,YB,YOBE,YB08,GULANI,1,39,210,2,,,2,,,2,,
YB,YOBE,YB10,KARASAWA,YB1003,GARIN GAWO,128,1040,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,128,1040,2,,,2,,,2,,
YB,YOBE,YB10,KARASAWA,YB1004,GASMA,79,540,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,79,540,2,,,2,,,2,,
YB,YOBE,YB10,KARASAWA,YB1005,JAJI  MAJI,239,2085,,,Host Community,2014,1,BO,BORNO,BO03,BAMA,1,239,2085,2,,,2,,,2,,
YB,YOBE,YB10,KARASAWA,YB1006,KARASUWA GALU,159,1020,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,159,1020,2,,,2,,,2,,
YB,YOBE,YB10,KARASAWA,YB1008,WACHAKAL,68,430,,,Host Community,2014,1,BO,BORNO,BO07,DAMBOA,1,68,430,2,,,2,,,2,,
YB,YOBE,YB11,MACHINA,YB1102,DAMAI,23,121,,,Host Community,2013,1,BO,BORNO,BO19,MAFA,1,23,121,2,,,2,,,2,,
YB,YOBE,YB11,MACHINA,YB1103,DOLE,30,245,,,Host Community,2013,1,BO,BORNO,BO19,MAFA,1,30,245,2,,,2,,,2,,
YB,YOBE,YB11,MACHINA,YB1104,FALIMARAM,25,105,,,Host Community,2013,1,YB,YOBE,YB07,GUJBA,1,25,105,2,,,2,,,2,,
YB,YOBE,YB11,MACHINA,YB1106,KUKA-YASKU,15,83,,,Host Community,2013,1,YB,YOBE,YB08,GULANI,1,15,83,2,,,2,,,2,,
YB,YOBE,YB11,MACHINA,YB1107,LAMISU,15,65,,,Host Community,2013,1,BO,BORNO,BO03,BAMA,1,15,65,2,,,2,,,2,,
YB,YOBE,YB11,MACHINA,YB1108,MACHINA-KWARI,83,505,,,Host Community,2013,1,YB,YOBE,YB07,GUJBA,1,83,505,2,,,2,,,2,,
YB,YOBE,YB11,MACHINA,YB1109,MASKANDARE,17,75,,,Host Community,2013,1,YB,YOBE,YB08,GULANI,1,17,75,2,,,2,,,2,,
YB,YOBE,YB11,MACHINA,YB1110,TAGANAMA,20,100,,,Host Community,2013,1,YB,YOBE,YB08,GULANI,1,20,100,2,,,2,,,2,,
YB,YOBE,YB12,NANGERE,YB1203,DAWASA/G.BABA,62,403,,,Host Community,2014,1,YB,YOBE,YB08,GULANI,1,62,403,2,,,2,,,2,,
YB,YOBE,YB12,NANGERE,YB1204,DAZIGAU,16,81,,,Host Community,2014,1,YB,YOBE,YB08,GULANI,1,16,81,2,,,2,,,2,,
YB,YOBE,YB12,NANGERE,YB1205,DEGUBI,29,161,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,29,161,2,,,2,,,2,,
YB,YOBE,YB12,NANGERE,YB1208,NANGERE,224,1325,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,224,1325,2,,,2,,,2,,
YB,YOBE,YB12,NANGERE,YB1209,PAKARAU KARE-KARE/ PAKARAU FULAN,60,338,,,Host Community,2015,1,YB,YOBE,YB08,GULANI,1,60,338,2,,,2,,,2,,
YB,YOBE,YB13,NGURU,YB1301,BULABULIN,352,1760,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,352,1760,2,,,2,,,2,,
YB,YOBE,YB13,NGURU,YB1305,GARBI/BAMBORI,468,3042,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,468,3042,2,,,2,,,2,,
YB,YOBE,YB13,NGURU,YB1306,HAUSARI,352,1605,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,352,1605,2,,,2,,,2,,
YB,YOBE,YB13,NGURU,YB1307,KANURI,398,1990,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,398,1990,2,,,2,,,2,,
YB,YOBE,YB13,NGURU,YB1308,MAJA-KURA,283,1415,,,Host Community,2014,1,BO,BORNO,BO01,ABADAM,1,283,1415,2,,,2,,,2,,
YB,YOBE,YB13,NGURU,YB1310,NGLAIWA,279,1395,,,Host Community,2014,1,BO,BORNO,BO03,BAMA,1,279,1395,2,,,2,,,2,,
YB,YOBE,YB14,POTISKUM,YB1401,BARE-BARE/BAUYA/LALAI DUMBULWA,191,1434,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,191,1434,2,,,2,,,2,,
YB,YOBE,YB14,POTISKUM,YB1402,BOLEWA 'A',668,4923,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,668,4923,2,,,2,,,2,,
YB,YOBE,YB14,POTISKUM,YB1403,BOLEWA 'B',76,501,,,Host Community,2014,1,BO,BORNO,BO21,MAIDUGURI M. C.,1,76,501,2,,,2,,,2,,
YB,YOBE,YB14,POTISKUM,YB1404,DANCHUWA/BULA,108,709,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,108,709,2,,,2,,,2,,
YB,YOBE,YB14,POTISKUM,YB1405,DOGO NINI,430,2087,,,Host Community,2014,1,BO,BORNO,BO08,DIKWA,1,430,2087,2,,,2,,,2,,
YB,YOBE,YB14,POTISKUM,YB1406,DOGO TEBO,285,2114,,,Host Community,2014,1,BO,BORNO,BO08,DIKWA,1,285,2114,2,,,2,,,2,,
YB,YOBE,YB14,POTISKUM,YB1407,HAUSAWA,241,1432,,,Host Community,2014,1,BO,BORNO,BO21,MAIDUGURI M. C.,1,241,1432,2,,,2,,,2,,
YB,YOBE,YB14,POTISKUM,YB1408,MAMUDO,92,543,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,92,543,2,,,2,,,2,,
YB,YOBE,YB14,POTISKUM,YB1409,NGOJIN/ALARABA,126,1008,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,126,1008,2,,,2,,,2,,
YB,YOBE,YB14,POTISKUM,YB1410,YERIMARAM/GARIN DAYE/BADEJO/NAHU,218,1196,,,Host Community,2014,1,BO,BORNO,BO11,GWOZA,1,218,1196,2,,,2,,,2,,
YB,YOBE,YB15,TARMUWA,YB1501,BABANGIDA,31,202,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,31,202,2,,,2,,,2,,
YB,YOBE,YB15,TARMUWA,YB1503,BIRIRI/CHUROKUSKO,9,59,,,Host Community,2014,1,YB,YOBE,YB08,GULANI,1,9,59,2,,,2,,,2,,
YB,YOBE,YB15,TARMUWA,YB1504,JUMBAM,10,65,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,10,65,2,,,2,,,2,,
YB,YOBE,YB15,TARMUWA,YB1506,KORIYEL,24,156,,,Host Community,2015,1,YB,YOBE,YB08,GULANI,1,24,156,2,,,2,,,2,,
YB,YOBE,YB15,TARMUWA,YB1507,LANTAIWA,3,20,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,3,20,2,,,2,,,2,,
YB,YOBE,YB15,TARMUWA,YB1510,SHEKAU,6,39,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,6,39,2,,,2,,,2,,
YB,YOBE,YB16,YUNUSARI,YB1601,BULTUWA/MAR/YARO,74,478,,,Host Community,2014,1,BO,BORNO,BO01,ABADAM,1,74,478,2,,,2,,,2,,
YB,YOBE,YB16,YUNUSARI,YB1605,DILALA/KALGI,61,403,,,Host Community,2015,1,YB,YOBE,YB16,YUNUSARI,1,61,403,2,,,2,,,2,,
YB,YOBE,YB16,YUNUSARI,YB1606,MAIRARI,79,522,,,Host Community,2014,1,YB,YOBE,YB16,YUNUSARI,1,79,522,2,,,2,,,2,,
YB,YOBE,YB16,YUNUSARI,YB1607,MOZOGUN/KUJARI,65,417,,,Host Community,2014,1,BO,BORNO,BO23,MOBBAR,1,65,417,2,,,2,,,2,,
YB,YOBE,YB16,YUNUSARI,YB1608,NGIRABO,93,613,,,Host Community,2015,1,YB,YOBE,YB16,YUNUSARI,1,93,613,2,,,2,,,2,,
YB,YOBE,YB16,YUNUSARI,YB1609,WADI/KAFIYA,64,423,,,Host Community,2015,1,YB,YOBE,YB16,YUNUSARI,1,64,423,2,,,2,,,2,,
YB,YOBE,YB17,YUSUFARI,YB1701,ALANJIRORI,28,182,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,28,182,2,,,2,,,2,,
YB,YOBE,YB17,YUSUFARI,YB1703,GUYA,22,143,,,Host Community,2014,1,YB,YOBE,YB08,GULANI,1,22,143,2,,,2,,,2,,
YB,YOBE,YB17,YUSUFARI,YB1707,KUMAGANNAM,23,115,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,23,115,2,,,2,,,2,,
YB,YOBE,YB17,YUSUFARI,YB1708,MAI-MALARI,24,155,,,Host Community,2014,1,YB,YOBE,YB07,GUJBA,1,24,155,2,,,2,,,2,,
YB,YOBE,YB17,YUSUFARI,YB1710,YUSUFARI,80,400,,,Host Community,2014,1,BO,BORNO,BO17,KUKAWA,1,80,400,2,,,2,,,2,,
