Country,Displaced,Displaced Households,Returnees,Returnees Households,IDP Percent Children Under 18,Percent Main Unmet Need,Percent Main Cause Of Displacement,Regional Summary
Nigeria,1899830,337353,1099509,168915,0.56,"{'Food':0.5646}","{'Insurgency':0.97}","{'Percent IDP Pop': {'Borno':0.79,'Adamawa':0.08,'Yobe':0.06}}"
